Doc. No.,Title,Description,Registered by,Registered date,Status,subcategory
2022507989,Request to retrieve signed consent forms,Adrian Rosales,glainarose.arquillos,25/02/2022 9:25,Sent to OC,Research and Extension: Research Ethics & Data Privacy
2022508281,Submission of research protocol for full review,Shaira Mae Bugay,glainarose.arquillos,19/05/2022 4:09,Received by OC,Research and Extension: Research Ethics & Data Privacy
2022509516,Request for data retention approval,Nathaniel Cruz,glainarose.arquillos,21/10/2022 7:18,Received by OVCAF,Research and Extension: Research Ethics & Data Privacy
2022510047,Request to delete previously collected participant data,Clarisse Bautista,glainarose.arquillos,08/02/2022 12:13,Received by OC,Research and Extension: Research Ethics & Data Privacy
2022512250,Submission of proof of participant consent,Ronnie Javier,glainarose.arquillos,15/08/2022 11:37,Sent to CASS-DEAN,Research and Extension: Research Ethics & Data Privacy
2022512455,Request for approval of video documentation,Hazel Lumanglas,glainarose.arquillos,21/09/2022 13:12,Received by OC,Research and Extension: Research Ethics & Data Privacy
2022513667,Application for multicampus data collection,Jasper Aquino,glainarose.arquillos,23/12/2022 20:43,Sent to OC,Research and Extension: Research Ethics & Data Privacy
2022513763,Submission of ethics compliance monitoring form,Melissa Robles,glainarose.arquillos,04/01/2022 20:45,Received by OC,Research and Extension: Research Ethics & Data Privacy
2022514609,Request to conduct FGD with student organizations,Calvin Soriano,glainarose.arquillos,04/08/2022 0:13,Sent to CASS-DEAN,Research and Extension: Research Ethics & Data Privacy
2022515186,Data privacy review for digital data collection tools,Andrea Gutierrez,glainarose.arquillos,28/06/2022 0:27,Received by OVCAF,Research and Extension: Research Ethics & Data Privacy
2022515531,Request for approval of anonymous survey study,Mikaela Delos Reyes,glainarose.arquillos,08/10/2022 16:23,Received by OC,Research and Extension: Research Ethics & Data Privacy
2022516172,Submission of protocol amendments for ethics review,Carlo Enriquez,glainarose.arquillos,04/04/2022 0:10,Sent to OC,Research and Extension: Research Ethics & Data Privacy
2022517002,Request to verify proper disposal of research data,Ivy Montano,glainarose.arquillos,01/01/2022 15:48,Received by OC,Research and Extension: Research Ethics & Data Privacy
2022520257,Call for Seed Grant Proposals (FY2027),Internal memo announcing the theme and deadline for the next batch of seed funding.,ovcre.internal,11/03/2022 23:43,Sent to Academic Units,Research and Extension: Grants & Funding Acquisition
2022521716,Concept Paper Submission: AI in Agriculture,Prof. T. Santos submits a concept paper for a PCIEERD NICER grant.,prof.santos,20/03/2022 13:31,Received by OVCRE,Research and Extension: Grants & Funding Acquisition
2022521923,MOA Draft: DOST GIA Project [Project LIRA],Legal review of the Memorandum of Agreement for a new DOST Grant-in-Aid project.,ovcre.staff,05/02/2022 17:13,Sent to LEGAL,Research and Extension: Grants & Funding Acquisition
2022522930,Notice of Award: Project Hydro-Tech,Official letter from CHED notifying approval and initial fund release for Project Hydro-Tech.,ched.liaison,18/02/2022 11:09,Sent to BUDGET,Research and Extension: Grants & Funding Acquisition
2022523223,DV# 126320 - Fund Release,Disbursement Voucher for the release of the first tranche of the institutional seed grant.,finance.admin,19/11/2022 6:17,Received by CASHIER,Research and Extension: Grants & Funding Acquisition
2022523323,Request for Extension: Project Marine Bio,Formal request to DOST to extend project duration by 6 months due to field limitations.,proj.director,05/11/2022 3:58,Sent to DOST LIAISON,Research and Extension: Grants & Funding Acquisition
2022524836,Technical Monitoring Report Y2 Q3,Quarterly technical progress report submitted to PCAARRD for an ongoing project.,research.admin,21/12/2022 19:09,Sent to PCAARRD,Research and Extension: Grants & Funding Acquisition
2022528207,Liquidation Report: External Grant Closing,Final financial closure documentation for a completed grant project (PhP 1.2M).,accounting.staff,21/08/2022 1:29,Received by ACCOUNTING,Research and Extension: Grants & Funding Acquisition
2022532941,Endorsement Letter: Faculty Fulbright Grant,Endorsement of faculty applicant (Dr. A. Diaz) for the US Fulbright Research Scholar Program.,chancellor,15/06/2022 13:07,Sent to Fulbright,Research and Extension: Grants & Funding Acquisition
2022532971,Final Technical Report: Project Sunsaver,"Terminal report detailing research findings, publications, and impact.",prof.reyes,29/01/2022 12:53,Terminal Document at OVCRE,Research and Extension: Grants & Funding Acquisition
2022535533,Equipment Inventory List (Completed Grant),"Final list of equipment purchased under the grant, transferred to university property.",property.mgr,18/08/2022 13:36,Sent to PROPERTY,Research and Extension: Grants & Funding Acquisition
2022537055,Memorandum re: Quarterly Financial Reconciliation,Internal notice to all project heads to submit financial reports for reconciliation.,accounting.staff,27/05/2022 7:10,Sent to Project Directors,Research and Extension: Grants & Funding Acquisition
2022538133,Grant Budget Modification Request,Request to reallocate funds from MOOE to PS for hiring a project staff.,proj.director,04/02/2022 21:31,Sent to DOST LIAISON,Research and Extension: Grants & Funding Acquisition
2022540296,Notice of Project Fund Transfer,Notification from DOST confirming release of the 3rd tranche of project funding.,doya.liaison,05/03/2022 7:46,Received by BUDGET,Research and Extension: Grants & Funding Acquisition
2022540670,Reviewer Comments: Concept Paper Submission,Feedback received from OVCRE review panel on 3 concept papers submitted internally.,ovcre.staff,16/10/2022 2:36,Sent to PI,Research and Extension: Grants & Funding Acquisition
2022541768,Internal Memo re: Annual Grants Forum,Announcement and agenda for the mandatory annual forum for new grant seekers.,ovcre.internal,09/10/2022 15:16,Sent to Faculty,Research and Extension: Grants & Funding Acquisition
2022548493,Final MOA Signing Checklist,Checklist confirming all parties signed the agreement for a new international research grant.,legal.office,10/06/2022 10:12,Terminal Document at LEGAL,Research and Extension: Grants & Funding Acquisition
2022550925,Request for Budget Clarification,Inquiry to the funding agency regarding acceptable use of MOOE funds for equipment repair.,proj.director,14/01/2022 22:00,Sent to FUNDER,Research and Extension: Grants & Funding Acquisition
2022551610,DV# 126325 - Reimbursement,Reimbursement for travel expenses incurred during grant monitoring meeting in Makati.,finance.admin,27/07/2022 12:07,Received by CASHIER,Research and Extension: Grants & Funding Acquisition
2022552238,Final Financial Statement (Grant No. 2024-001),Certified financial report submitted to COA for audit closure of the grant.,accounting.staff,12/03/2022 7:09,Sent to COA,Research and Extension: Grants & Funding Acquisition
2022554075,Endorsement for New Research Center,Endorsement from the Chancellor to CHED/BOR for establishing a NICER R&D Center.,chancellor,29/10/2022 10:05,Sent to BOR,Research and Extension: Grants & Funding Acquisition
2022557639,Concept Paper Template (Revised),Distribution of the revised concept paper submission guidelines for internal faculty.,ovcre.internal,10/01/2022 16:11,Sent to Dept Heads,Research and Extension: Grants & Funding Acquisition
2022560841,Monitoring Visit Schedule,Schedule for the funding agency's visit to assess project progress (Project BioFuel).,research.admin,15/07/2022 17:11,Sent to PI,Research and Extension: Grants & Funding Acquisition
2022560935,Internal Grant Application Form (Signed),Signed application form for faculty requesting utilization of internal institutional grant funds.,prof.user,03/11/2022 22:41,Received by OVCRE,Research and Extension: Grants & Funding Acquisition
2022561484,Project Staff Hiring Request,Request to HR to initiate hiring process for one Project Administrative Assistant (CoS).,proj.director,13/01/2022 12:15,Sent to HRMO,Research and Extension: Grants & Funding Acquisition
2022563370,Grant Agreement (Draft 2),Second draft of the research agreement for a foundation-funded project.,ovcre.staff,30/08/2022 22:39,Sent to LEGAL,Research and Extension: Grants & Funding Acquisition
2022563654,Final Photo Documentation Report,Visual evidence (photos) of project outputs and community impact submitted with technical report.,proj.director,12/10/2022 3:19,Terminal Document at OVCRE,Research and Extension: Grants & Funding Acquisition
2022564826,DV# 126330 - Payment to Consultant,Payment of professional fees to an external consultant hired for project evaluation.,finance.admin,06/07/2022 21:52,Received by CASHIER,Research and Extension: Grants & Funding Acquisition
2022564964,Certificate of Project Completion,Official certification confirming 100% completion of technical and financial objectives.,proj.director,08/01/2022 10:59,Sent to FUNDER,Research and Extension: Grants & Funding Acquisition
2022569594,Memo re: Research Seed Grant Orientation,Notice to newly awarded internal seed grant recipients regarding financial orientation.,ovcre.staff,31/05/2022 4:34,Sent to Grant Recipients,Research and Extension: Grants & Funding Acquisition
2022570884,"ALIZEDNEY M. DITUCALAN/ DV# 126105 Php.9,500.00",Reimbursement for Office Supplies,samuel.kirit,26/07/2022 16:39,Received by CASHIER,Research and Extension: Commercial Operations & Technology Transfer
2022571472,Application for Sick Leave - March 15-20,Applicant: Acmida D. Dagalangit,acmida.dagalangit,18/08/2022 7:41,Sent to HRMO from OC,Research and Extension: Commercial Operations & Technology Transfer
2022573186,Justification of No Time In/Out,Biometric error during power outage (Dec 5),glainarose.arquillos,29/12/2022 5:05,Terminal Document at HRMO,Research and Extension: Commercial Operations & Technology Transfer
2022576732,Purchase Request: Lab Equipment FY2025,PR for new spectrometer calibration unit.,mauro.villanueva,08/03/2022 15:55,Received by Purchasing,Research and Extension: Commercial Operations & Technology Transfer
2022579313,"REX G. ORTEGA/DV# 126110 Php.3,200.00",Per Diem for Official Travel to Manila,rex.ortega,18/04/2022 23:55,Sent to ACCOUNTING from OC,Research and Extension: Commercial Operations & Technology Transfer
2022579982,Memo to Colleges re: Midterm Grade Submission,Formal reminder regarding AY 2026/2027 deadline.,dean.office,24/11/2022 16:19,Sent to OVCAA,Research and Extension: Commercial Operations & Technology Transfer
2022580348,JULKHAIR T. SARIPADA,"Drivers trip ticket/ November 15, 2025",julkhair.saripada,04/07/2022 12:16,Terminal Document at MOTORPOOL,Research and Extension: Commercial Operations & Technology Transfer
2022580370,Letter from DepEd Region X,Request for faculty resource speaker training.,prof.caracut,27/03/2022 16:25,Sent to OVCRE,Research and Extension: Commercial Operations & Technology Transfer
2022580772,Overtime Approval Request Form,To facilitate year-end inventory counting.,khaled.dalupang,08/06/2022 8:06,Sent to BUDGET,Research and Extension: Commercial Operations & Technology Transfer
2022581940,Contract of Service Renewal,Ms. Helen S. Bacus for Extension Services.,helen.bacus,23/03/2022 9:36,Received by HRMO,Research and Extension: Commercial Operations & Technology Transfer
2022582814,Letter from City Health Office,Request to use IDS Conference Room for vaccination drive.,city.health,11/12/2022 9:56,Sent to PPD from OC,Research and Extension: Commercial Operations & Technology Transfer
2022583254,"DARWIN B. ARANEZ et.al. Payroll Php.75,900.00",Casual Payroll for 1st Half of January,darwin.aranez,17/11/2022 7:47,Received by ACCOUNTING,Research and Extension: Commercial Operations & Technology Transfer
2022583495,Final Liquidation Report: DOST Grant,Submission of official receipts and certifications.,reseach.staff,08/03/2022 4:08,Terminal Document at DOST LIAISON,Research and Extension: Commercial Operations & Technology Transfer
2022585302,Certificate of COC Earned,For November 2025 Compensatory Overtime Credits.,elrex.sagpang,01/09/2022 9:49,Received by HRMO,Research and Extension: Commercial Operations & Technology Transfer
2022585480,Invitation Letter from Rotary Club,MOA signing for Student Leadership Training Program.,stud.affairs,18/03/2022 14:19,Sent to OVCSA,Research and Extension: Commercial Operations & Technology Transfer
2022587440,AKN Construction Corp,Request for extension on Library Annex completion (Phase I).,engineering,09/06/2022 15:13,Received by PPD,Research and Extension: Commercial Operations & Technology Transfer
2022587541,"SOHAILAH M. DITUCALAN/DV # 126120 Php.1,500.00",Reimbursement for Official Meal Expenses,sohilah.ditucalan,16/06/2022 15:10,Received by CASHIER,Research and Extension: Commercial Operations & Technology Transfer
2022588893,Shortlist Approval – Accounting Staff I,HR recommends candidates for panel interview.,hr.recruitment,17/04/2022 18:07,Sent to OC from HRMO,Research and Extension: Commercial Operations & Technology Transfer
2022589257,Letter from CHED,Re: Program Monitoring and Compliance (BS CompSci).,acad.affairs,10/01/2022 1:16,Sent to OQUAMS from OC,Research and Extension: Commercial Operations & Technology Transfer
2022590171,Request to use the University Gym,For College of Law Student Bar Operations Practice.,col.dean,06/07/2022 19:49,Sent to OC from COL,Research and Extension: Commercial Operations & Technology Transfer
2022592214,"MOHAMMAD ARIF S. MANINGCARA/LR Php.8,150.00",Liquidation of Cash Advance for May Training,arif.maningcara,08/03/2022 9:31,Received by ACCOUNTING,Research and Extension: Commercial Operations & Technology Transfer
2022592809,Letter from City Tourism Office,Request to partner for Iligan Arts & Culture Festival.,city.tourism,16/09/2022 8:33,Sent to OVCRE,Research and Extension: Commercial Operations & Technology Transfer
2022592985,DTR for the Month of November (2nd Half),Missing entries for E. Patarandang,hr.admin,01/11/2022 8:01,Sent to HRMO from OC,Research and Extension: Commercial Operations & Technology Transfer
2022594168,REX G. ORTEGA,"Drivers trip ticket/ December 10, 2025",rex.ortega,08/04/2022 8:32,Terminal Document at MOTORPOOL,Research and Extension: Commercial Operations & Technology Transfer
2022596490,Invitation to attend PICE Regional Conference,Request for official travel and SO issuance.,engineering,02/01/2022 8:21,Sent to OVCAA,Research and Extension: Commercial Operations & Technology Transfer
2022599331,Contract Agreement (Janitorial Services),Renewal of Facilities Maintenance Contract FY2026.,ovcaf.prop,27/11/2022 0:13,Received by LEGAL,Research and Extension: Commercial Operations & Technology Transfer
2022604023,Obligation Request - Security Services,Funding for external security agency Q1 2026.,budget.control,30/05/2022 11:47,Sent to ACCOUNTING,Research and Extension: Commercial Operations & Technology Transfer
2022604344,Final Report: NICER Center for Polymers,Submission of completion report to DOST-PCIEERD.,research.staff,14/12/2022 14:02,Sent to DOST LIAISON,Research and Extension: Commercial Operations & Technology Transfer
2022605006,Letter from ROTC Commandant,Request to use the Grandstand for unit drills.,rotc.comm,13/01/2022 22:43,Sent to PPD from OC,Research and Extension: Commercial Operations & Technology Transfer
2022605692,"SUHAYDAH M. SARIPADA/ DV# 126130 Php.14,550.00",Reimbursement for Official Travel Expenses,suhaydah.saripada,12/04/2022 23:35,Received by CASHIER,Research and Extension: Commercial Operations & Technology Transfer
2022606389,Community Health Workshop for Barangay Health Workers Training,Requester: Dr. Maria Santos,acmida.dagalangit,22/12/2022 11:29,Received by OVCRE,Research and Extension: Community & Extension Services
2022607695,MOA Signing with Local NGO,MOA between MSU-IIT and Green Earth Initiative,glainarose.arquillos,04/07/2022 11:02,Sent to OVCR-EXT from OC,Research and Extension: Community & Extension Services
2022608988,Invitation to STEM Outreach Program for high school students,Requester: Kyle Ronald Magallon,acmida.dagalangit,25/07/2022 17:50,Received by IDS,Research and Extension: Community & Extension Services
2022611967,Community Feeding Program for Barangay San Miguel children,Requester: Anita Sescon,acmida.dagalangit,10/11/2022 2:55,Terminal Document at OC,Research and Extension: Community & Extension Services
2022613109,Extension Training on Waste Management,Requester: John Dela Cruz,glainarose.arquillos,22/04/2022 6:13,Sent to CED-DEAN from OC,Research and Extension: Community & Extension Services
2022614680,Proposal for Solar Lamp Distribution,To provide solar lamps in remote communities,acmida.dagalangit,16/11/2022 13:01,Received by OVCR-EXT,Research and Extension: Community & Extension Services
2022618384,Community Livelihood Seminar for local women entrepreneurs,Requester: Geraldine Majumot,acmida.dagalangit,27/12/2022 19:47,Received by CED-DEAN,Research and Extension: Community & Extension Services
2022621813,Invitation to participate in Community Science Fair,Requester: Maria Lopez,acmida.dagalangit,04/05/2022 19:51,Terminal Document at OC,Research and Extension: Community & Extension Services
2022623767,Request to conduct Online Survey in Barangays,Requester: Alex Flores,glainarose.arquillos,07/03/2022 10:09,Sent to OC from OVCR-EXT,Research and Extension: Community & Extension Services
2022627765,MOA for Community Library Project,MOA with Barangay Hall for library setup,acmida.dagalangit,26/04/2022 13:55,Received by CON-DEAN,Research and Extension: Community & Extension Services
2022627811,Training on Disaster Preparedness,Requester: Kyle Ronald Magallon,acmida.dagalangit,03/05/2022 10:08,Sent to IDS from OC,Research and Extension: Community & Extension Services
2022630939,Invitation for Community ICT Workshop for Senior Citizens,Requester: Anita Sescon,acmida.dagalangit,04/01/2022 20:37,Received by IDS,Research and Extension: Community & Extension Services
2022632195,Community Tree Planting Activity,Requester: John Dela Cruz,acmida.dagalangit,26/08/2022 15:16,Sent to OVCRE from OC,Research and Extension: Community & Extension Services
2022639797,Proposal for Clean Water Project,Requester: Geraldine Majumot,acmida.dagalangit,03/05/2022 22:02,Received by OVCR-EXT,Research and Extension: Community & Extension Services
2022643609,Invitation to Host Nutrition Seminar,Requester: Maria Lopez,glainarose.arquillos,29/11/2022 11:12,Terminal Document at OC,Research and Extension: Community & Extension Services
2022645635,Community Skills Training for local youth,Requester: Alex Flores,acmida.dagalangit,10/10/2022 1:19,Received by CED-DEAN,Research and Extension: Community & Extension Services
2022649654,MOA between MSU-IIT and Barangay Clinic,,acmida.dagalangit,19/05/2022 12:19,Sent to OVCR-EXT from OC,Research and Extension: Community & Extension Services
2022653769,Request to Conduct Webinar on Digital Literacy,Requester: Kyle Ronald Magallon,acmida.dagalangit,15/06/2022 18:02,Received by IDS,Research and Extension: Community & Extension Services
2022655585,Community Outreach Sports Program,Requester: Anita Sescon,glainarose.arquillos,22/08/2022 14:50,Terminal Document at OC,Research and Extension: Community & Extension Services
2022655799,Proposal for Senior Citizen Health Check-up,To conduct free health assessment in Barangay San Isidro,acmida.dagalangit,03/10/2022 16:07,Received by CED-DEAN,Research and Extension: Community & Extension Services
2022656989,Invitation for Disaster Preparedness Training,Requester: John Dela Cruz,acmida.dagalangit,21/06/2022 19:31,Sent to OVCR-EXT from OC,Research and Extension: Community & Extension Services
2022659155,Community Environmental Awareness Seminar,Requester: Geraldine Majumot,acmida.dagalangit,19/07/2022 2:50,Received by OVCRE,Research and Extension: Community & Extension Services
2022660063,Request to Provide Resource Speakers,Requester: Maria Lopez,acmida.dagalangit,09/11/2022 21:46,Sent to IDS from OC,Research and Extension: Community & Extension Services
2022661702,MOA Signing for Community Waste Management,MOA between MSU-IIT and Barangay San Miguel,acmida.dagalangit,21/04/2022 4:14,Received by CON-DEAN,Research and Extension: Community & Extension Services
2022662108,Invitation for Community Arts Workshop,Requester: Alex Flores,acmida.dagalangit,02/12/2022 15:15,Terminal Document at OC,Research and Extension: Community & Extension Services
2022662212,Community Nutrition Seminar,Requester: Kyle Ronald Magallon,acmida.dagalangit,14/08/2022 22:30,Sent to CED-DEAN from OC,Research and Extension: Community & Extension Services
2022662457,Request to Conduct Clean-Up Drive,Requester: Anita Sescon,acmida.dagalangit,19/01/2022 2:14,Received by OVCR-EXT,Research and Extension: Community & Extension Services
2022663483,Community Science Lab Activity,Requester: John Dela Cruz,acmida.dagalangit,23/04/2022 17:28,Sent to IDS from OC,Research and Extension: Community & Extension Services
2022666246,Invitation to Host Educational Forum,Requester: Geraldine Majumot,acmida.dagalangit,03/09/2022 2:05,Terminal Document at OC,Research and Extension: Community & Extension Services
2022667502,MOA for Community Skill-Building Workshop,MOA between MSU-IIT and Barangay Hall,acmida.dagalangit,28/05/2022 10:33,Received by CON-DEAN,Research and Extension: Community & Extension Services
2022669861,Annual PPMP Submission FY2027,Finalized Procurement Plan for all non-IT units for the next fiscal year.,ovcaf.budget,23/04/2022 21:37,Sent to PPD from OC,Student Services: External Linkages & Partnerships                          
2022671665,Application for Emergency Leave,"Applicant: Samuel Kirit (1 day, family emergency)",samuel.kirit,28/02/2022 22:45,Sent to HRMO from OC,Student Services: External Linkages & Partnerships                          
2022676836,DV# 126200 - Reimbursement,Reimbursement for gasoline expenses incurred in October.,khaled.dalupang,03/06/2022 6:07,Received by CASHIER,Student Services: External Linkages & Partnerships                          
2022677019,Letter from Alumni Association,Request for donation list from Batch 2000 reunion event.,alumni.office,04/09/2022 2:40,Sent to OVCSA,Student Services: External Linkages & Partnerships                          
2022679111,"RAMON O. PASCO, JR.","Drivers trip ticket/ February 12, 2026 (Chancellor's Official Travel)",ramon.pasco,11/01/2022 17:53,Terminal Document at MOTORPOOL,Student Services: External Linkages & Partnerships                          
2022679829,Research Proposal: Sustainable Aquaculture,Submission of 5-page concept paper to DOST for seed grant.,research.staff,15/06/2022 7:41,Sent to OVCRE,Student Services: External Linkages & Partnerships                          
2022680048,Justification of No Time In/Out (Dec 12),Biometric machine failure; manual log submitted.,geraldine.majumot,24/09/2022 15:25,Terminal Document at HRMO,Student Services: External Linkages & Partnerships                          
2022681814,Memo re: Final Faculty Workload (COE),Submission of consolidated faculty load for AY 2026-2027.,coe.dean,09/05/2022 3:06,Sent to OVCAA,Student Services: External Linkages & Partnerships                          
2022682479,Overtime Approval Request Form,Overtime needed for preparing year-end financial reports.,budget.control,09/03/2022 16:19,Sent to ACCOUNTING,Student Services: External Linkages & Partnerships                          
2022682773,Certificate of COC Earned,Compensatory Overtime Credits (COC) earned during August 2025 events.,arif.maningcara,27/02/2022 18:42,Received by HRMO,Student Services: External Linkages & Partnerships                          
2022684495,Invitation to CHED on COPC Renewal,Requesting panel participation for BS Biology program compliance.,oquams.staff,30/11/2022 10:06,Sent to CHED,Student Services: External Linkages & Partnerships                          
2022686183,DV# 126205 - Cash Advance,Cash advance for official travel to Iloilo City (PAGBA Seminar).,finance.admin,01/09/2022 16:09,Sent to CASHIER,Student Services: External Linkages & Partnerships                          
2022689454,Liquidation Report: Campus Drainage Project,Final financial report and completion certificate for the project.,engineering,24/01/2022 1:54,Received by PPD,Student Services: External Linkages & Partnerships                          
2022693084,Shortlist Approval – HR Assistant I,HR recommends candidates for final panel interview.,hr.recruitment,18/04/2022 16:22,Sent to OC from HRMO,Student Services: External Linkages & Partnerships                          
2022695583,Letter to SUC President re: Benchmarking Visit,Official invitation for SUC delegation visit to FabLab.,fablab.mgr,08/02/2022 16:34,Sent to SUC President,Student Services: External Linkages & Partnerships                          
2022701094,Payroll Processing Notice,"Release confirmation for casual employees payroll, 1st half of January.",payroll.admin,14/12/2022 0:39,Received by ACCOUNTING,Student Services: External Linkages & Partnerships                          
2022702458,Request to Use IDS Hall,For Student Council General Assembly (April 2026).,sc.president,19/08/2022 23:13,Sent to OC from OVCSA,Student Services: External Linkages & Partnerships                          
2022703919,Final Draft: BOR Resolution 2025-09-A,Legal review of resolution appointing new VP for Academic Affairs.,legal.office,22/07/2022 13:33,Sent to BOR,Student Services: External Linkages & Partnerships                          
2022709846,External Partner MOU Draft,Draft agreement with a local NGO for community literacy program.,ovcre.extension,03/08/2022 20:19,Sent to LEGAL,Student Services: External Linkages & Partnerships                          
2022710013,P/D Project Proposal: Solar Panel Installation,Proposal detailing budget and timeline for Phase I green energy initiative.,ovcpd.staff,05/07/2022 0:04,Sent to BUDGET,Student Services: External Linkages & Partnerships                          
2022710145,Disbursement Voucher - Vendor Payment,"Payment to ""Campus Cafe Services"" for rental fees remittance.",auxiliary.mgr,26/02/2022 13:25,Received by CASHIER,Student Services: External Linkages & Partnerships                          
2022711359,DTR for July 1-15,Submission of official Daily Time Record for all OC personnel.,oc.admin,12/12/2022 20:10,Sent to HRMO,Student Services: External Linkages & Partnerships                          
2022712343,Letter from City Mayor's Office (GAD),Invitation to participate in VAWC advocacy campaign.,gad.center,18/10/2022 8:23,Sent to OC,Student Services: External Linkages & Partnerships                          
2022713803,Transfer Student Evaluation,Evaluation of transfer credits for applicant from another SUC.,acad.evaluator,06/06/2022 6:49,Sent to Registrar,Student Services: External Linkages & Partnerships                          
2022715028,Finalized Audit Report: Procurement Unit,COA audit findings specific to bidding process and compliance.,coa.auditor,15/02/2022 21:06,Sent to OC,Student Services: External Linkages & Partnerships                          
2022716928,Request for Building Maintenance,Work order request to fix AC unit in CASS Dean's office.,cas.dean,21/11/2022 13:28,Sent to PPD,Student Services: External Linkages & Partnerships                          
2022717385,MOA: Student Internship Program,Agreement with local company for placement of BS Business students.,ovcesa.staff,11/08/2022 19:04,Sent to LEGAL,Student Services: External Linkages & Partnerships                          
2022717578,"ALIZEDNEY M. DITUCALAN/DV# 126210 Php.1,200.00",Reimbursement for postage and communication expenses.,finance.admin,05/08/2022 8:17,Received by CASHIER,Student Services: External Linkages & Partnerships                          
2022720866,DARWIN B. ARANEZ,"Drivers trip ticket/ February 28, 2026 (External Linkages Travel)",darwin.aranez,06/10/2022 14:05,Terminal Document at MOTORPOOL,Student Services: External Linkages & Partnerships                          
2022723512,Final Report: Accreditation Review,Submission of self-survey report for BA English program.,oquams.staff,21/06/2022 9:49,Sent to AACCUP,Student Services: External Linkages & Partnerships                          
2022723572,Scholarship Renewal Application Check,Checklist confirming GPA and required units for 12 continuing grantees.,scholars.unit,09/12/2022 23:30,Sent to Registrar,Student Services: Financial & Welfare Management                           
2022730067,Memo re: ATM Card Distribution,Notice to scholars regarding scheduled release of unclaimed Landbank ATM cards.,ovcsa.admin,15/05/2022 4:24,Sent to Scholars,Student Services: Financial & Welfare Management                           
2022730439,Request for Student Organization Accreditation,"Application packet for ""The Robotics Club"" to gain official status.",org.president,06/08/2022 16:35,Sent to SAO,Student Services: Financial & Welfare Management                           
2022736106,Disbursement Request: Student Emergency Fund,"DV requesting release of PhP 5,000 for medical assistance to an indigent student.",welfare.unit,11/10/2022 22:33,Sent to CASHIER,Student Services: Financial & Welfare Management                           
2022737443,Policy Draft: Student Conduct Review (v2.1),Revised manual chapter on cheating and academic dishonesty penalties.,discipline.cmt,27/04/2022 5:56,Sent to Legal Office,Student Services: Financial & Welfare Management                           
2022740433,Report on Student Disciplinary Case 2026-004,Final summary of investigation and recommended sanction for conduct violation.,discipline.cmt,22/09/2022 2:25,Sent to OC,Student Services: Financial & Welfare Management                           
2022741552,DV# 126250 - Stipend Disbursement,Bulk DV for final disbursement of scholar stipends for 2nd Semester AY 2025-2026.,ovcsa.staff,17/05/2022 6:06,Sent to ACCOUNTING,Student Services: Financial & Welfare Management                           
2022742844,"Letter from LBP dated Oct 5, 2025",List of Students with unclaimed ATM Cards for CHED-SUC WES.,bank.liaison,06/05/2022 21:22,Received by OVCSA,Student Services: Financial & Welfare Management                           
2022744247,Final Report: Leadership Training Bootcamp,"Summary of attendance, activity log, and assessment for annual leadership event.",leadership.unit,01/05/2022 21:01,Sent to OC,Student Services: Financial & Welfare Management                           
2022745124,Request to Use University Grounds (Student Org),Request from SC to use the quadrangle for the Org Fair event.,sc.president,29/08/2022 1:01,Sent to PPD,Student Services: Financial & Welfare Management                           
2022745749,MOA Draft: Rotary Club (Mentorship),Agreement for club members to participate in Rotary's professional mentorship program.,linkages.unit,28/03/2022 14:22,Sent to Rotary Club,Student Services: Financial & Welfare Management                           
2022746034,Student Welfare Check Referral,Counselor's note referring student (ID 2024-511) showing signs of distress.,guidance.office,01/06/2022 12:46,Terminal Document at Welfare Unit,Student Services: Financial & Welfare Management                           
2022746379,Certification of Student Organization Funds,Report verifying current fund balance for approved student organization accounts.,ovcsa.admin,24/02/2022 22:13,Sent to Treasurer,Student Services: Financial & Welfare Management                           
2022748277,Appeal for Financial Aid Reconsideration,Formal appeal letter from a student whose scholarship renewal was denied.,student.welfare,06/10/2022 7:21,Sent to Scholarship Cmt,Student Services: Financial & Welfare Management                           
2022750272,Renewal Notice: Student Organization,"Confirmation of successful annual re-accreditation for the ""Debate Society.""",sao.admin,07/09/2022 14:25,Sent to Org President,Student Services: Financial & Welfare Management                           
2022750380,Student Activity Request Form (SARF),Request and budget approval for College of Engineering's annual Quiz Bowl event.,coe.student,24/08/2022 14:08,Sent to Dean,Student Services: Financial & Welfare Management                           
2022751555,Policy Draft: Student Event Guidelines,Proposed changes to rules regarding noise levels and external sponsors for campus events.,ovcsa.admin,22/11/2022 22:31,Sent to VCs,Student Services: Financial & Welfare Management                           
2022751825,Certification of Good Moral Character,Issued to a graduating student for employment application purposes.,discipline.cmt,03/10/2022 1:50,Terminal Document at OVCSA,Student Services: Financial & Welfare Management                           
2022752511,DV# 126255 - Scholarship Fund Transfer,Request to transfer PhP 500k from trust fund to General Fund for immediate disbursement.,ovcsa.staff,23/01/2022 18:41,Sent to BUDGET,Student Services: Financial & Welfare Management                           
2022755600,Notice of Non-Compliance: Student Org,Formal letter informing an organization of rules violation (unapproved fundraising).,sao.admin,06/05/2022 21:49,Sent to Org President,Student Services: Financial & Welfare Management                           
2022756088,Final Scholarship Applicant List AY 2026-2027,Certified list of successful new scholarship applicants.,scholarships.unit,14/05/2022 17:19,Sent to Registrar,Student Services: Financial & Welfare Management                           
2022756293,Counseling Session Report: ID 2025-400,Confidential report summarizing student's progress in welfare counseling program.,guidance.office,11/06/2022 0:31,Terminal Document at Guidance Office,Student Services: Financial & Welfare Management                           
